MovieID,sum(error),count,AvgError
39408,0.02084106280359921,1,47.982197905343966
66659,0.02285522764006953,1,43.75366615236906
48522,0.023163833147860247,1,43.17074784716168
8963,0.025675803713772927,1,38.94717420135064
7282,0.026275807300993437,1,38.05782210779845
8859,0.052726878410906175,2,37.931318148853556
54290,0.052726878410906175,2,37.931318148853556
7093,0.026409368693345425,1,37.86535042210145
5521,0.026729728498679606,1,37.41152851774749
26157,0.026729728498679606,1,37.41152851774749
26485,0.026729728498679606,1,37.41152851774749
31747,0.026729728498679606,1,37.41152851774749
6671,0.026729728498679606,1,37.41152851774749
6109,0.026729728498679606,1,37.41152851774749
81898,0.026729728498679606,1,37.41152851774749
4684,0.026729728498679606,1,37.41152851774749
61348,0.08137333368130556,3,36.86711437618304
47815,0.027276086594256455,1,36.66215080174187
8811,0.027276086594256455,1,36.66215080174187
48591,0.027276086594256455,1,36.66215080174187
68965,0.027276086594256455,1,36.66215080174187
6298,0.027276086594256455,1,36.66215080174187
66066,0.027276086594256455,1,36.66215080174187
31290,0.027276086594256455,1,36.66215080174187
70946,0.027276086594256455,1,36.66215080174187
58146,0.027276086594256455,1,36.66215080174187
70121,0.02739666192604684,1,36.500797166433976
71876,0.02739666192604684,1,36.500797166433976
59834,0.02739666192604684,1,36.500797166433976
57223,0.027971177178798934,1,35.75108739999549
80350,0.055953383942226376,2,35.74404011140886
25826,0.028650834384763568,1,34.90299746843663
5850,0.028650834384763568,1,34.90299746843663
26188,0.028650834384763568,1,34.90299746843663
6644,0.028650834384763568,1,34.90299746843663
68884,0.028650834384763568,1,34.90299746843663
32844,0.028650834384763568,1,34.90299746843663
54910,0.028650834384763568,1,34.90299746843663
53038,0.028650834384763568,1,34.90299746843663
69974,0.028650834384763568,1,34.90299746843663
60990,0.028650834384763568,1,34.90299746843663
78122,0.028650834384763568,1,34.90299746843663
8777,0.028650834384763568,1,34.90299746843663
25737,0.028650834384763568,1,34.90299746843663
25901,0.028650834384763568,1,34.90299746843663
74327,0.028650834384763568,1,34.90299746843663
27857,0.028650834384763568,1,34.90299746843663
53737,0.028650834384763568,1,34.90299746843663
60137,0.028650834384763568,1,34.90299746843663
26009,0.028650834384763568,1,34.90299746843663
7448,0.028723381755306976,1,34.81484208645587
2191,0.029398937469520825,1,34.014834755056846
5117,0.029398937469520825,1,34.014834755056846
4753,0.029398937469520825,1,34.014834755056846
3883,0.029398937469520825,1,34.014834755056846
61465,0.029398937469520825,1,34.014834755056846
1311,0.029398937469520825,1,34.014834755056846
5413,0.029398937469520825,1,34.014834755056846
32153,0.029398937469520825,1,34.014834755056846
5278,0.029398937469520825,1,34.014834755056846
7204,0.029398937469520825,1,34.014834755056846
54768,0.029398937469520825,1,34.014834755056846
7312,0.029398937469520825,1,34.014834755056846
5864,0.029398937469520825,1,34.014834755056846
46574,0.029398937469520825,1,34.014834755056846
27376,0.029499663484926275,1,33.898691776975
8290,0.029736764261043602,1,33.62840661551202
5356,0.029736764261043602,1,33.62840661551202
125916,0.029736764261043602,1,33.62840661551202
6514,0.029736764261043602,1,33.62840661551202
8136,0.029736764261043602,1,33.62840661551202
129250,0.029736764261043602,1,33.62840661551202
4051,0.029736764261043602,1,33.62840661551202
3933,0.029736764261043602,1,33.62840661551202
4471,0.029736764261043602,1,33.62840661551202
6751,0.03048464753675717,1,32.80339714586629
2845,0.03123400125939846,1,32.016391101959606
6284,0.03123400125939846,1,32.016391101959606
6872,0.03123400125939846,1,32.016391101959606
63540,0.06385520825851343,2,31.320859402777877
